Title,Abstract,Tags,Category
"A Theory of general causes of violent crime: Homicides, income inequality and deficiencies of the heat hypothesis and of the model of CLASH","This paper has two goals. The first is to show that the heat hypothesis provides a partial explanation of violent crime in society. The second is to suggest an alternative hypothesis that intentional homicides can be explained by the level of income inequality, even when controlling thermal climate and other factors. The vast literature in these research fields has suggested several approaches to explain aggression and violent behavior in society, such as the heat hypothesis and the model of Climate, Aggression, and Self-control in Humans (CLASH). However, there are at least some factors about aggression and violent behavior that current theories have trouble explaining. This study proposes income inequality, latitude and their interaction as predictors of intentional homicides. Statistical evidence based on country-level analyses (N=191 countries) reveals that controlling thermal climate and other factors, socioeconomic inequality is positively associated with violent crime. In particular, the findings here seem in general to support the hypothesis that differences between countries in intentional homicides (per 100,000 people) can be explained by the level of income inequality alone, and not thermal climate as a second predictor or the interaction of income inequality and thermal climate. These results suggest that income inequality may overpower the role of hot weather and seasonal variation of temperature to explain the level of violent crime in human society. A prediction of this theory here is that societies with low socioeconomic inequality, independently of thermal climate, are not likely to produce high levels of intentional homicides and violent crime. This finding can be useful for bringing a new perspective to explain and generalize one of the determinants that generates violent crime in human society. Some policy implications are suggested to reduce these social issues.",CLASH; Criminology; Heat hypothesis; Hot weather; Income inequality; Intentional homicides; Thermal climate; Violent behavior; Violent crime,Social
Conflict in a changing climate,"A growing body of research illuminates the role that changes in climate have had on violent conflict and social instability in the recent past. Across a diversity of contexts, high temperatures and irregular rainfall have been causally linked to a range of conflict outcomes. These findings can be paired with climate model output to generate projections of the impact future climate change may have on conflicts such as crime and civil war. However, there are large degrees of uncertainty in such projections, arising from (i) the statistical uncertainty involved in regression analysis, (ii) divergent climate model predictions, and (iii) the unknown ability of human societies to adapt to future climate change. In this article, we review the empirical evidence of the climate-conflict relationship, provide insight into the likely extent and feasibility of adaptation to climate change as it pertains to human conflict, and discuss new methods that can be used to provide projections that capture these three sources of uncertainty.",,Social
"Education, Ethics and Climate Change","The anthropic alteration of the climate constitutes the main challenge for humanity in the 21st century. how it acts in the next decade will depend on minimizing its impact on current human civilization. Educational responses and tools must be part of mitigation and adaptation policis in the face of the climate crisis, as recognized in international organizations and declarations. This challenge forces us to rethink the ethical framework of educational praxis to question the environmental and social sustainability of the core values that have guided human development since the beginning of modernity. The climate crisis radically questions the identification between growth and development. It also shows that the eco-dependent condition of our species has been ignored for the sake of a notion of progress based on the scientific-technical capacity to manage the biosphere without considering its biophysical limits. The climate policy articulated so far has barely considered the ethical and social dimensions of global warming and, moreover, has been objectively ineffective. The climate threat poses challenges of synchronous justice, derived from the differential responsibility in its causes of each society and the different vulnerability to its consequences of human groups with fewer resources for self-protection. And it poses diachronic justice challenges, to the extent that an overheated planet will limit the possibilities of younger generations and those that are to come, to have a decent life. The timing of the climate crisis forces an urgent and emergency educational action, which places this problem at the climate of the curriculum and of the educational practices outside the educational system. Moral controversy must be a central element in an Education for Climate Change whose ethical and practical imperative is the decarbonization of societies and lifestyles, from the individual scale to the global scale.",climate change; climate justice; Education; ethics,Social
Climate and Conflict,"We review the emerging literature on climate and conflict. We consider multiple types of human conflict, including both interpersonal conflict, such as assault and murder, and intergroup conflict, including riots and civil war. We discuss key methodological issues in estimating causal relationships and largely focus on natural experiments that exploit variation in climate over time. Using a hierarchical meta-analysis that allows us to both estimate the mean effect and quantify the degree of variability across 55 studies, we find that deviations from moderate temperatures and precipitation patterns systematically increase conflict risk. Contemporaneous temperature has the largest average impact, with each 1 sigma increase in temperature increasing interpersonal conflict by 2.4% and intergroup conflict by 11.3%. We conclude by highlighting research priorities, including a better understanding of the mechanisms linking climate to conflict, societies' ability to adapt to climatic changes, and the likely impacts of future global warming.",weather; aggression; civil conflict; crime; crop   yields; econometrics; economic shocks; growth; meta-analysis; price shocks; publication bias; temperature; violence,Social
Climate change: Believing and seeing implies adapting,"Knowledge of factors that trigger human response to climate change is crucial for effective climate change policy communication. Climate change has been claimed to have low salience as a risk issue because it cannot be directly experienced. Still, personal factors such as strength of belief in local effects of climate change have been shown to correlate strongly with responses to climate change and there is a growing literature on the hypothesis that personal experience of climate change (and/or its effects) explains responses to climate change. Here we provide, using survey data from 845 private forest owners operating in a wide range of bio-climatic as well as economic-social-political structures in a latitudinal gradient across Europe, the first evidence that the personal strength of belief and perception of local effects of climate change, highly significantly explain human responses to climate change. A logistic regression model was fitted to the two variables, estimating expected probabilities ranging from 0.07 (SD ±0.01) to 0.81 (SD ±0.03) for self-reported adaptive measures taken. Adding socio-demographic variables improved the fit, estimating expected probabilities ranging from 0.022 (SD ±0.008) to 0.91 (SD ±0.02). We conclude that to explain and predict adaptation to climate change, the combination of personal experience and belief must be considered. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",,Social
Comments on the process and product of the health impacts assessment component of the national assessment of the potential consequences of climate variability and change for the United States,"In 1990 Congress formed the U.S. Global Change Research Program and required it to conduct a periodic national assessment of the potential impacts of climate variability and change on all regions and select economic/resource sectors of the United States. Between 1998 and 2000, a team of experts collaborated on a health impacts assessment that formed the basis for the first National Assessment's analysis of the potential impacts of climate on human health. The health impacts assessment was integrated across a number of health disciplines and involved a search for and qualitative expert judgment review of data on the potential links between climate events and population health. Accomplishments included identification of vulnerable populations, adaptation strategies, research needs, and data gaps. Experts, stakeholders, and the public were involved. The assessment is reported in five articles in this issue; a summary was published in the April 2000 issue of Environmental Health Perspectives. The assessment report will enhance understanding of ways human health might be affected by various climate-associated stresses and of the need for further empirical and predictive research. Improved understanding and communication of the significance and inevitability of uncertainties in such an assessment are critical to further research and policy development.",,Social
Hand in hand: Public endorsement of climate change mitigation and adaptation,"This research investigated how an individual’s endorsements of mitigation and adaptation relate to each other, and how well each of these can be accounted for by relevant social psychological factors. Based on survey data from two European convenience samples (N = 616/309) we found that public endorsements of mitigation and adaptation are strongly associated: Someone who is willing to reduce greenhouse gas emissions (mitigation) is also willing to prepare for climate change impacts (adaptation). Moreover, people endorsed the two response strategies for similar reasons: People who believe that climate change is real and dangerous, who have positive attitudes about protecting the environment and the climate, and who perceive climate change as a risk, are willing to respond to climate change. Furthermore, distinguishing between (spatially) proximal and distant risk perceptions suggested that the idea of portraying climate change as a proximal (i.e., local) threat might indeed be effective in promoting personal actions. However, to gain endorsement of broader societal initiatives such as policy support, it seems advisable to turn to the distant risks of climate change. The notion that 'localising' climate change might not be the panacea for engaging people in this domain is discussed in regard to previous theory and research. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",,Social
Sustainable planning of the energy-water-food nexus using decision making tools,"Developing countries struggle to implement suitable electric power and water services, failing to match infrastructure with urban expansion. Integrated modelling of urban water and power systems would facilitate the investment and planning processes, but there is a crucial gap to be filled with regards to extending models to incorporate the food supply in developing contexts. In this paper, a holistic methodology and platform to support the resilient and sustainable planning at city region level for multiple sectors was developed for applications in urban energy systems (UES) and the energy-water-food nexus, combining agent-based modelling - to simulate and forecast resource demands on spatial and temporal scales - with resource network optimization, which incorporates capital expenditures, operational costs, environmental impacts and the opportunity cost of food production foregone (OPF). Via a scenario based approach, innovative water supply and energy deployment policies are presented, which address the provision of clean energy for every citizen and demonstrate the potential effects of climate change. The results highlighted the vulnerability of Ghana's power generation infrastructure and the need for diversification. Feed-in tariffs and investment into supporting infrastructure and agriculture intensification will effectively increase the share of renewable energy and reduce carbon emissions.",Climate change; Demand and supply; Energy deployment policies; Energy-water-food nexus; Integrated modelling; Resource technology network optimization,Social
Choosing between adaptation and prevention with an increasing probability of a pandemic,"The risk of pandemics is increasing, driven by changes in human behavior and climate, both of which are difficult for policymakers to control. There are two main strategies available for reacting to these changes. This paper considers the decision to invest in either adaptation (domestic) capital or prevention (foreign) capital before a pandemic in an interval of time when pandemic risk is increasing. This paper demonstrates how relatively small investments in the two strategies can provide large savings through smaller expected future damages. The technical relationships between adaptation, prevention and risk also determine the optimal mixture of investment over time. As risk increases, the technical relationships between these three stocks causes the optimal mixture of strategies to change over time. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",,Social
Hot under the collar: A 14-year association between temperature and violent behavior across 436 U.S. counties,"Objectives Violent behavior is influenced by individual and societal characteristics, but the role of environmental factors is less understood. Our aims were to use national-level data to identify the association between criminal behavior and short-term temperature conditions, including the departure of daily temperatures from normal conditions. Methods We conducted a multi-stage hierarchical time-series model across 436 U.S. counties and 14-years representing 100.4 million people to investigate the association between daily mean temperature and daily mean temperatures departing from normal conditions with violent and non-violent crime counts. First-stage comparisons were made within counties to control for population and geographic heterogeneities, while a second stage combined estimates. We evaluated differences in risk based on county sociodemographic characteristics and estimated non-linear exposure-response relationships. Results We observed a total of 9.0 million violent crimes and 20.9 million non-violent property crimes between 2000 through 2013. We estimated that each 10 °C increase in daily temperature or daily departure from long-term normal temperatures were associated with 11.92% (95% PI: 11.57, 12.27) and 10.37% (95% PI: 10.05, 10.69) increase in the risk of violent crime, respectively. Similar, but lower in magnitude trends, were observed for property crime risks. We found that crime risk plateaus and decreases at high daily temperatures, but for temperatures departing from normal, the association with crime increased linearly. Seasonal variations showed that anomalously warm temperatures days during cool months had the greatest risk. Conclusions Our study revealed an association between higher temperatures and high departure from normal temperatures with both violent and non-violent crime risk, regardless of community-type. However, our findings on seasonal and daily trends suggest that daily mean temperature may impact crime by affecting routine activities and behavior, as opposed to a temperature-aggression relationship. These results may advance public response and planning to prevent violent behavior.",Climate; Crime; Temperature; Temperature departures; Violence,Social
"Climate-related natural disasters, economic growth, and armed civil conflict","Global warming is expected to make the climate warmer, wetter, and wilder. It is predicted that such climate change will increase the severity and frequency of climate-related disasters like flash floods, surges, cyclones, and severe storms. This article uses econometric methods to study the consequences of climate-induced natural disasters on economic growth, and how these disasters are linked to the onset of armed civil conflict either directly or via their impact on economic growth. The results show that climate-related natural disasters have a negative effect on growth and that the impact is considerable. The analysis of conflict onset shows that climate-related natural disasters do not increase the risk of armed conflict. This is also true when we instrument the change in GDP growth by climatic disasters. The result is robust to inclusion of country and time fixed effects, different estimation techniques, and various operationalization of the disasters measure, as well as for conflict incidence and war onset. These findings have two major implications: if climate change increases the frequency or makes weather-related natural disasters more severe, it is an economic concern for countries susceptible to these types of hazards. However, our results suggest – based on historical data – that more frequent and severe climate-related disasters will not lead to more armed conflicts through their effects on GDP growth.",climate change; armed civil conflict; climate-related natural disasters; economic growth,Social
The impact of climate change and natural disasters on vulnerable populations: A systematic review of literature,"Climate change is acknowledged as being a crucial determinant of public health. The United States is experiencing an increase in the frequency and intensity of natural disasters as a result of climate change activity, influencing the ways federal, state, and local governments are addressing the growing issue. Individuals who are vulnerable to the effects of extreme weather, namely the poor, the elderly/disabled, children, prisoners, and substance abusers have experienced heightened levels of mental, emotional, and bodily stress due to natural disaster exposure. Researchers from a variety of disciplines, public health, social science, and environmental studies, in particular, are examining how natural disasters are impacting mental and physical health functioning while noting the demographic factors leaving certain groups more susceptible to harm. A systematic literature review was conducted on the past 12 years of research that examined natural disaster-related experiences and psychological and physiological health outcomes on populations who are more vulnerable to adverse weather impacts. It was found that the mental and physical health of marginalized populations during and after a natural disaster were elevated and/or exacerbated by circumstances pertaining to the weather event and the lack of disaster-response actions. It was also found that fostering social capital is a way to combat stressors in disadvantaged communities. It is imperative that clinicians and policy makers confront the issue of climate change and natural disasters, developing relief efforts and preventative measures to secure the well-being of underserved groups who may not have many resources at their disposal.",Climate change; Mental health; Public health; at-risk groups; At-risk people; Conceptual structures; Emergency management; health impact; natural disasters; Natural disasters; Quality of life; Systematic reviews (Medical research); vulnerable populations; Well-being,Social
Lessons learned on teaching a global audience with massive open online courses (MOOCs) on health impacts of climate change: a commentary,"Background: The adverse health impacts of climate change are increasing on a global level. However, knowledge about climate change and health is still unavailable to many global citizens, in particular on adaptation measures and co-benefits of health mitigation. Educational technologies, such as massive open online courses (MOOCs), may have a high potential for providing access to information about climate change links to health for a global audience.; Main Body: We developed three MOOCs addressing the link between climate change and health to take advantage of the methodology's broad reach and accelerate knowledge dissemination on the nexus of climate change and health. The primary objective was to translate an existing face-to-face short course that only reached a few participants on climate change and health into globally accessible learning opportunities. In the following, we share and comment on our lessons learned with the three MOOCs, with a focus on global teaching in the realm of climate change and health.; Conclusions: Overall, the three MOOCs attracted a global audience with diverse educational backgrounds, and a large number of participants from low-income countries. Our experience highlights that MOOCs may play a part in global capacity building, potentially for other health-related topics as well, as we have found that our MOOCs have attracted participants within low-resource contexts. MOOCs may be an effective method for teaching and training global students on health topics, in this case on the complex links and dynamics between climate change and health and may further act as an enabler for equitable access to quality education.",,Social
Institutional Engagement Practices as Barriers to Public Health Capacity in Climate Change Policy Discourse: Lessons from the Canadian Province of Ontario,"Public health engagement in the communication, discussion, and development of climate change policies is essential for climate change policy decisions and discourse. This study examines how the existing governance approaches impact, enable, or constrain the inclusion, participation, and deliberation of public health stakeholders in the climate change policy discourse. Using the case study of the Canadian Province of Ontario, we conducted semi-structured, key informant interviews of public health (11) and non-public health (13) participants engaged in climate change policies in the province. The study results reveal that engagement and partnerships on climate change policies occurred within and across public health and non-public health organizations in Ontario. These engagements impacted public health's roles, decisions, mandate, and capacities beyond the climate change discourse; enabled access to funds, expertise, and new stakeholders; built relationships for future engagements; supported knowledge sharing, generation, and creation; and advanced public health interests in political platforms and decision making. However, public health's participation and deliberation were constrained by a fragmented sectoral approach, a lack of holistic inter-organizational structures and process, political and bureaucratic influences, irregular and unestablished communication channels for public health integration, and identities and culture focused on functions, mandates, biased ideologies, and a lack of clear commitment to engage public health. We conclude by providing practical approaches for integrating public health into climate change discourse and policymaking processes and advancing public health partnerships and collaborative opportunities.",,Social
Impact of climate change on community health and resilience in Ethiopia: A review article,"Background: Drought is a serious issue which might be caused by climate change that could create famine and health problems. Drought reduces air quality, increases fungal infestation, reduces people hand washing, affects mental health, leads to malnutrition by decreasing agricultural production, and increases diseases transmitted by insects. This study aimed to determine and describe community health status through building drought resilience in Ethiopia.; Methods: This review was conducted based on the available peer-reviewed articles that were published from January 2004 to December 2018 Online databases from PubMed, MEDLINE, Scopus, EMBASE and Google Scholar were searched for studies related to the building drought and community health resilience at different regions of Ethiopia that were published in English language. The search was made by using ""Emergency disaster"", ""prevention"", ""preparedness"", ""response"", ""recovery"", ""drought"", ""food insecurity"", ""coping strategies"" and ""drought health policy"" as keywords.; Results: Most of the reviewed articles deal with the impact of climate change on the human health in relation to food security. The associated factors of the impact of drought on food security is basically due to lack of irrigation and farmland, the scarcity of water due to the direct effect of drought, flood, severe soil erosion, livestock dispossession, family size of the household and literacy of the households. Various coping strategies were employed by the households to alleviate the high and continued food insecurity problem such as reducing the number and amount of meal, scrounging cash and grain, searching for off-farm and non-farm jobs, getting food aid, vending of livestock, and partake in food for work programs.; Conclusion: The findings explored components of the coping strategies to the building resilience create fruitful health conditions for the food insecure household. The effect of agricultural support services as reliance's on drought and community health situation was regarded as a positive outcome. Moreover, the means to get adequate food security strategies in all regions of Ethiopia should be designed. Furthermore, future researches are recommended for finding the best building strategies for each region of Ethiopia.",,Social
Dire forecast: A theoretical model of the impact of climate change on crime,"After providing an overview of climate change and its effects, this article draws on the leading crime theories to discuss the potential impact of climate change on crime. It is argued that climate change will increase strain, reduce social control, weaken social support, foster beliefs favorable to crime, contribute to traits conducive to crime, increase certain opportunities for crime, and create social conflict. An overall model of climate change and crime is then presented, along with suggestions for research. Even though neglected by criminologists, there is good reason to believe that climate change will become one of the major forces driving crime as the century progresses.",climate change; conservation; heat; water; aggression; temperature; disasters; environmental criminology; experience; global   warming; green criminology; immigration; insecurity; poverty; strain,Social
"Climate change, human security and violent conflict","Climate change is increasingly been called a ‘security’ problem, and there has been speculation that climate change may increase the risk of violent conflict. This paper integrates three disparate but well-founded bodies of research – on the vulnerability of local places and social groups to climate change, on livelihoods and violent conflict, and the role of the state in development and peacemaking, to offer new insights into the relationships between climate change, human security, and violent conflict. It explains that climate change increasingly undermines human security in the present day, and will increasingly do so in the future, by reducing access to, and the quality of, natural resources that are important to sustain livelihoods. Climate change is also likely to undermine the capacity of states to provide the opportunities and services that help people to sustain their livelihoods. We argue that in certain circumstances these direct and indirect impacts of climate change on human security may in turn increase the risk of violent conflict. The paper then outlines the broad contours of a research programme to guide empirical investigations into the risks climate change poses to human security and peace.",Climate change; Human security; state functions; Violent conflict,Social
"Dissemination of Information About Climate Change by State and Local Public Health Departments: United States, 2019-2020","Objectives. To determine if and how state and local public health departments present information about climate change on their Web sites, their most public-facing platform. Methods. We collected data from every functioning state (n = 50), county (n = 2090), and city (n = 585) public health department Web site in the United States in 2019 and 2020. We analyzed data for presence and type of climate-related content and to determine whether there existed clear ways to find climate change information. We analyzed Web sites providing original content about climate change for explanatory or attributional language. Results. Fewer than half (40%) of state health department Web sites, and only 1.6% of county and 3.9% of city Web sites, provided clear ways to find climate change information, whether through provision of original content or links to external agencies' Web sites. Among Web sites providing original content, 48% provided no explanation of climate change causes. Conclusions. National and global public health associations have identified climate change as a public health emergency, but most state and local public health departments are not delivering that message. These departments must be better supported to facilitate dissemination of reliable, scientific information about climate change and its effects on health.",,Social
Smallholder farmers' perception of climate change and adaptation strategy choices in Central Ethiopia,"Purpose Smallholder farmers have always been profoundly the first to be impacted by climate change, and therefore, farmers understanding of climate change and accessibility to alternative adaptation strategies are crucial for reducing the effect of climate change. The purpose of this study is to assess the perception of farmers to climate change, adaptation strategies and determinants of adaptation choice in central Ethiopia. Design/methodology/approach The study used data from randomly selected 240 farm households. Descriptive statistics were used to describe farmers' perceptions of climate change and adaptation strategies. Also, a multivariate probit model was used to identify the major factors affecting farmers' choice of adaptation strategies to climate change in central Ethiopia. Findings Smallholder farmers perceive climate change in the past two decades in response; the majority (91.47%) of farmers used adaptation options. Improved crop varieties and input intensity, crop diversification, planting date adjustment, soil and water conservation activities and changing of the crop type were used as adaptation options in the study area. A few of these strategies were significantly confirmed a complementary and supplementary relationship. The study identified sex, family size, agroecology, climate information, crop-fail history and formal extension service as significant determinants for farmers' adaptation choices as these variables significantly affected more than two farmers' adaptation strategies simultaneously. Research limitations/implications Farmers' choice of adaptation was highly constrained by institutional factors and all these identified factors can be possibly addressed through a better institutional service provision system. It is, therefore, recommended that local administrators should explore the institutional service provision system for a better farm-level adaptation while considering demographic characteristics as well. Originality/value This study identified factors affecting farmers' several adaptation strategies at a time and provides information for the policymaker to make cost-effective interventions for better farm-level adaptation practices.",,Social
"ANALYSIS OF CLIMATIC VARIATION AND DETECTION OF LAND USE CHANGES USING GEO-SPATIAL TECHNIQUES IN BAHAWALPUR DISTRICT, PAKISTAN","Climate change is directly related to our livelihoods and needs to be studied in order to form mitigation and adaptation policies. Climate change is a global phenomenon and poses diverse implications in form and type for different ecologies. Human activities are greatly disturbing the nature through using the land for different types of anthropogenic activities like cultural, financial matters, environmental aspects. land policy and land development plans. The present study aims to analyze the climatic variation and assess the land use change of district Bahawalpur having total area of 24,830 km(2). Climatic data (minimum temperature, maximum temperature and rainfall) were collected for a period of 30 years (1989-2018). Monthly mean minimum and maximum temperature, annual rainfall, Diurnal Temperature Range (DTR) and their anomalies were calculated using secondary data for the study area. Land use data were collected in the form of Landsat satellite images of last 30 years (1990-2019) with 10 yeas interval from different online sources. Landsat ETM and ETM + satellite imagery were processed in ArcGIS software. Results showed that there is a great variation in maximum temperature anomaly during the entire study period. Minimum temperature anomaly shows positive and negative trend during the entire study period from 1989 to 2019. There is a great variation in DTR anomaly during the study period. 10-years moving average of DTR anomaly remained positive during most of the time. There is variation in annual rainfall anomaly, with both positive and negative values. As in the whole time span of 30 years, built-up land increased from 2.54% (631 Km(2)) in 1990 to 4.66% (1,157 Km(2)) at the end of 2019. Agricultural land use also increased from 3,439 Km(2) (13.85%) to 5,168 Km(2) (20.81%). Forest land use decreased from the 1,321 Km2 (5.32%) to 775 Km(2) (3.12%) at end of 2019. Water occupied land with the high fluctuation was 109 Km(2) (0.44%) in 1990 and in 2019 it recorded 148 Km(2) (0.60%). The main land use class desert land also decreased from an area of 19,330 Km(2) (77.85%) to 17,582 Km(2) (70.81%). Correlation of land use change classes in last 30 years showed relationship intensity between different land use changes. Agricultural land and built up land have strong relationship with the value of 0.98. Desert land and agricultural land have strongly negative relationship with the value of -0.94. This study found how rapidly changes occurred in the land use with rate of land use change is a mile stone for the planners, researchers and scholars for the better understanding towards land use change in district Bahawalpur.",,Social
The impact of adaptation on climate vulnerability: Is readiness relevant?,"The pressure that climate change risks impose on countries is a topic of interest to policymakers globally. The preparedness of climate change ""hot spots"" like Africa has been thought to be an important strategy in mitigating the effects of climate change hazards. Using panel quantile regression analysis, the paper empirically tests the effect of adaptation readiness on climate change vulnerability in 51 African countries over the period 1995 to 2018. The findings show that adaptation readiness has a significant negative effect on vulnerability to climate change in the region. The results also demonstrate that Central Africa is the most vulnerable sub-region to climate change with high exposure, high sensitivity, and low adaptive capacity. Whereas Southern and North Africa are the least vulnerable sub-regions to climate change in Africa. The differences in climate change vulnerability and adaptation readiness across Africa imply that blanket allocation of climate adaptation support and resources is unlikely to be effective. Therefore, a paradigm change in the allocation of climate adaptation support and resources is required.",,Social
"Human Rights and Climate Change Litigation: One Step Forward, Two Steps Backwards in the Irish Supreme Court","Climate change litigation is a rapidly growing field in many countries and human rights obligations are increasingly an integral part of the equation. The Irish Supreme Court's 2020 judgment invalidating Ireland's National Mitigation Plan for transitioning to a low carbon, climate resilient and environmentally sustainable economy by 2050 has been widely praised by commentators. But the case warrants far more critical scrutiny. The Court's findings on standing to sue, the relevance of human rights provisions in this context, and the existence of a derived right to a healthy environment, are all retrogressive and augur badly for the future of rights-based climate change litigation in Ireland.",,Social
"Effect of Climate Change on Farmers Income Generating Activities in Kwara State, Nigeria","The study examined the effect of climate change on income generating activities of farmers in Kwara State, Nigeria. Multi-stage sampling procedure was used to select 240 crop and livestock farmers for the study. The majority (52.4%) of the respondents were literate and had multiple income generating activities (83.7%). Crop farming, collection of forest products, poultry production and goat rearing were the most negatively affected income generating activities. Sex, educational level and household size had significantly positive relationship with farmer's involvement in income generating activities. A positive significant differences existed in farmers' income generating activities before and after climate change. Indigenous practices adopted in controlling the effect of climate change do not have significant relationship with farmers' involvement in income generating activities. Government, research institutes, extension officers, nongovernmental organizations and community leaders should intensify efforts at educating farmers on the need for use of environmentally friendly farming systems in order to reduce the effect of climate change.",,Social
Carbon emission savings and short-term health care impacts from telemedicine: An evaluation in epilepsy,"Objective: Health systems make a sizeable contribution to national emissions of greenhouse gases that contribute to global climate change. The UK National Health Service is committed to being a net zero emitter by 2040, and a potential contribution to this target could come from reductions in patient travel. Achieving this will require actions at many levels. We sought to determine potential savings and risks over the short term from telemedicine through virtual clinics. Methods: During the severe acute respiratory syndrome coronavirus 2 (SARS-2-CoV) pandemic, scheduled face-to-face epilepsy clinics at a specialist site were replaced by remote teleclinics. We used a standard methodology applying conversion factors to calculate emissions based on the total saved travel distance. A further conversion factor was used to derive emissions associated with electricity consumption to deliver remote clinics from which net savings could be calculated. Patients' records and clinicians were interrogated to identify any adverse clinical outcomes. Results: We found that enforced telemedicine delivery for over 1200 patients resulted in the saving of similar to 224 000 km of travel with likely avoided emissions in the range of 35 000-40 000 kg carbon dioxide equivalent (CO(2)e) over a six and half month period. Emissions arising directly from remote delivery were calculated to be <200 kg CO(2)e (similar to 0.5% of those for travel), representing a significant net reduction of greenhouse gas emissions. Only one direct adverse outcome was identified, with some additional benefits identified anecdotally. Significance: The use of telemedicine can make a contribution toward reduced emissions in the health care sector and, in the delivery of specialized epilepsy services, had minimal adverse clinical outcomes over the short term. However, these outcomes will likely vary with clinic locations, medical specialties and conditions.",,Social
"Climate change manifestations and adaptations in cocoa farms: Perspectives of smallholder farmers in the Adansi South District, Ghana","Climate change can have huge consequences for cocoa farming and the livelihoods of communities in tropical Africa, although evidence of such effects is scanty. This study evaluated the perceptions of smallholder cocoa farmers on climate change manifestations and adaptations in the Adansi South District, Ghana. The study involved a survey of 150 households and three focus group discussions from three communities in the district. The Mann-Kendall trend test was used to evaluate the rainfall and temperature trends for the period 1981-2019. The weighted average index (WAI) was used to determine the farmers' perception of climate change, its physical manifestation on their cocoa farms, and adaptation practices. While the district's temperature varied consider-ably from 1981 to 2019, only a marginal increase in annual rainfall was observed. The farmers correctly perceived the changes in climate (WAI = 2.07), evidenced by changes in rainfall patterns (1.76), frequent bushfires (1.68), and increasing intensity of the sun (1.65). Physical manifestations of these changes included increased dieback of cocoa trees (1.77), diseases and pest infestation (1.75), decreased yields (1.69), and stunted growth (1.65). Adaptation measures included early planting of cocoa seeds (1.87), intercropping (1.70), mulching (1.65), planting of drought-resistant varieties (1.64), and crop diversification (1.63). The adaptation measures were influenced by gender, age, education, and farming experience, among other socioeconomic factors. The findings suggest the need for relevant policies to educate cocoa farmers on the effects of climate change, highlighting the risks and benefits, and prioritizing key adaptation options for sustainable cocoa pro-duction in Ghana.",,Social
Interaction effects on support for climate-change mitigation,"Background Research on the social bases of environmental concern has established robust findings across various sociodemographic characteristics. This includes interaction effects between education and political identity, as well as particularly low concern among supporters of President Trump. Objectives Using 2016 survey data, we extend such research to examine U.S. public support for four climate-change mitigation strategies: investment in renewable energy, lifestyle changes, a revenue-neutral carbon tax, and cap-and-trade. Methods We perform ordered logit regression of belief in anthropogenic climate change and support for these strategies on several key independent variables. Results Support follows some of the patterns expected for environmental concern generally but with new details. Trump support is a dominant predictor, and education x party interactions show significant variations in levels of support. Conclusion This provides important insights for public policy decision making related to climate change by considering which characteristics are most predictive of support for specific strategies.",,Social
Public preferences for five electricity grid decarbonization policies in California(sic)(sic)(sic)Palabras clave,"The climate crisis and associated push for distributed, renewable electricity generation necessitate policy changes to decarbonize and modernize the electricity grid. Some of these changes-e.g., smart meter rollouts and tax credits for solar panel adoption-have received attention in the media and from social scientists to understand public perceptions and responses. Others-e.g., allowing peer-to-peer electricity sales, promoting residential electrification, requiring solar panels on new development, funding microgrids, and paying customers to allow for utility control of electricity use-have received less attention. Here, we explore public perceptions of these understudied policies among California residents (n = 804), a state recognized for innovative energy policy. A majority of respondents supported only one of the policies-requiring solar panels on new development. Others elicited more indecision; few were strongly opposed. In general, male respondents and those with college degrees were more supportive of such policies, as were those more concerned about climate change and with a more open orientation to smart home technologies.",,Social
Challenges of Spatial Planning in Poland in the Context of Global Climate Change-Selected Issues,"Contemporary spatial planning struggles with many difficulties resulting from, inter alia, ongoing climate change. Ongoing environmental transformations pose many challenges for spatial policy across the entire globe. The aim of this paper is to analyse the effects of climate change on urban spaces in Poland and to answer the question of whether planning practice promotes adaptation to climate change and, if so, to what extent. This paper uses a descriptive and comparative research methodology to interpret planning provisions used in selected local spatial development plans in terms of the arrangements that aim to prevent the negative consequences of climate change. The subject of the analysis is the content of general and detailed plans defined in the texts of the examined resolutions of applicable local plans in the Lower Silesia and Greater Poland voivodeships. This study assessed the validity of applying specific planning provisions. This interpretation was determined on the basis of a review of the current provisions in the Polish law, literature on the subject, as well as the author's own professional experience in the field of spatial planning. The quantitative and qualitative research results are summarized in a table and also examined and described in detail. Examples of planning records that were used in the analysis of local plans are cited and compared. Finally, the adaptation challenges posed to spatial planning in Poland at the local level (communal) based on the obtained quantitative data on the issues were studied.",,Social
